C¢digo de Barras;Tipo de Produto;Descriá∆o;Preáo de Custo;Preáo Venda Varejo;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque m°nimo;Quantidade em Estoque;Marca;Modelo;C¢digo Balanáa;C¢digo Interno;Tags;Tipo;NCM;Origem;CEST;Categoria PDV;Bot∆o PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preáo De;Preáo Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descriá∆o do Produto;Garantia;Itens Inclusos;Especificaá‰es
7,90E+12;Produto;CERV CACILDIS AMB LAG PM RET 600ML;2.78;5.00;Caixa;Sim;;;Sim;0.000;-13.000;;;;;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;ITAIPAVA MALZBIER LATA 1 UNIDADE;2.42;4.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22030000;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DOCE ROCKITAS 18g PACOCA RETANGU;0.20;0.99;Unidade;Sim;;;Sim;0.000;49.000;;;;;;Mercadoria para Revenda;17049090;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;MACARRAO INST.N.SABOR 50X74G GAL.PICAN;0.96;1.49;Caixa;Sim;;;Sim;0.000;21.000;;;;;;Mercadoria para Revenda;19023000;NACIONAL;1704700;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;REFRIG.KISABORES 355ML TUBAINA GUAR;1.68;3.50;Unidade;Sim;;;Sim;0.000;-183.000;;;;;;Mercadoria para Revenda;22021000;NACIONAL;301100;;;;;;0.00;3.50;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;MAMINHA RESF BOV S/O HEREFORD (IND);45.85;69.99;Quilograma;Sim;CARNES;;Sim;0.000;1.118;FRIGORIFICO SILVA;;2465;31902;;Mercadoria para Revenda;;NACIONAL;1708400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;1 CONTRA FILET RESF BOV BB ANGUS (PV);54.65;84.99;Quilograma;Sim;CARNES;;Sim;0.000;10.286;FRIGORIFICO SILVA;;2249;632145;;Mercadoria para Revenda;;NACIONAL;1708400;;;;;;0.00;84.99;0.000;0.000;0.000;0.000;;;;
7,91E+12;Produto;RECORTES INTERCOSTAIS BANANINHA HEREFORD OU ANGUS;48.22;74.99;Quilograma;Sim;CARNES;;Sim;0.000;-43.045;FRIGORIFICO SILVA;;3874;109910;;Mercadoria para Revenda;;NACIONAL;1708400;;;;;RECORTES INTERCOSTAIS BANANINHA HEREFORD OU ANGUS;0.00;74.99;0.000;0.000;0.000;0.000;;;;
7,91E+12;Produto;1 BIFE DE CHORIZO RESF S/O BOV HE;60.25;89.99;Quilograma;Sim;CARNES;;Sim;0.000;0.374;FRIGORIFICO GOIµS;;3861;109880;;Mercadoria para Revenda;;NACIONAL;1708400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,91E+12;Produto;1 LOMBO(PRIME RIB CONG BOV HEREFORD PV);63.25;89.99;Quilograma;Sim;CARNES;;Sim;0.000;8.720;FRIGORIFICO SILVA;;9897;15034;;Mercadoria para Revenda;;NACIONAL;1708400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;AGUA CRYSTAL BR S/ GAS 1,5L COM 6 UNIDADES;11.70;20.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;20.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;0001000130 - SCHWEPPES COLOR TONICA LT 350M (CX-06);2.43;4.00;Caixa;Sim;;;Sim;0.000;-345.000;;;;;;Mercadoria para Revenda;22021000;NACIONAL;;;;;;;0.00;4.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;0000000150 - FANTA UVA PET 2L;5.67;8.50;Caixa;Sim;;;Sim;0.000;-39.000;;;;;;Mercadoria para Revenda;22021000;NACIONAL;301000;;;;;;0.00;8.50;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;0001000006 - SPRITE LIM PET 2L;5.25;8.50;Caixa;Sim;;;Sim;0.000;-120.000;;;;;;Mercadoria para Revenda;22021000;NACIONAL;;;;;;;0.00;8.50;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;0000000271 - HEINEKEN LATA 350ML CAIXA C/12;45.48;66.00;Caixa;Sim;;;Sim;0.000;-101.000;;;;;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;66.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CERVEJA HEINEKEN LATA 350ML;3.92;6.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22030000;;;;;;;;0.00;6.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;HEINEKEN 600ML RETORNAVEL;8.67;12.00;Unidade;N∆o;CERVEJAS;;N∆o;0.000;0.000;;;;;;;;;;;;;;HEINEKEN 600ML RETORNAVEL;0.00;12.00;0.000;0.000;0.000;0.000;;;;
7,62E+12;Produto;CLUB SOC PIZZA 6X23,5 GR;3.25;4.99;Unidade;Sim;MERCEARIA EM GERAL;;Sim;0.000;6.000;CABRAL & SOUSA;;;;;Mercadoria para Revenda;19059020;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,62E+12;Produto;CLUB SOC PRESUNTO 6X23,5 GR;3.25;4.99;Unidade;Sim;MERCEARIA EM GERAL;;Sim;0.000;11.000;CABRAL & SOUSA;;;;;Mercadoria para Revenda;19059020;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,62E+12;Produto;CLUB SOC R REQUEIJAO 4X26,5 GR;3.25;4.99;Unidade;Sim;MERCEARIA EM GERAL;;Sim;0.000;10.000;CABRAL & SOUSA;;;;;Mercadoria para Revenda;19059020;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,62E+12;Produto;CLUB SOC RECH QUEIJ TOMATE 4X26,5 GR;3.25;4.99;Unidade;Sim;;;Sim;0.000;12.000;;;;;;Mercadoria para Revenda;19059020;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,62E+12;Produto;BISCOITO RECHEADO ORIGINAL OREO;1.07;1.99;Unidade;N∆o;DOCES E CHICLETES;;Sim;0.000;-35.000;CABRAL & SOUSA;;;;;Mercadoria para Revenda;19053100;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;BISCOITO RECHEADO ORIGINAL OREO;;;
7,62E+12;Produto;OREO ORIGINAL 90 GR;3.00;4.50;Unidade;Sim;MERCEARIA EM GERAL;;Sim;0.000;32.000;CABRAL & SOUSA;;;;;Mercadoria para Revenda;19053100;NACIONAL;;;;;;;0.00;4.50;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;REFRIGERANTE SODA LIMONADA ANTARTICA;2.13;3.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22021000;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
3,05E+12;Produto;XAROPE MONIN 700ML MORANGO;43.13;65.00;Unidade;Sim;;;Sim;0.000;5.000;;;;;;Mercadoria para Revenda;21069010;ESTRANG-ADQUIRIDA NO MERC.INT.;;;;;;;0.00;65.00;0.000;0.000;0.000;0.000;;;;
3,05E+12;Produto;XAROPE MONIN 700ML KIWI;43.35;65.00;Unidade;Sim;;;Sim;0.000;10.000;;;;;;Mercadoria para Revenda;21069090;ESTRANG-ADQUIRIDA NO MERC.INT.;;;;;;;0.00;65.00;0.000;0.000;0.000;0.000;;;;
3,05E+12;Produto;XAROPE MONIN 700ML CHA PTO C/ LIMAO;39.90;65.00;Unidade;Sim;;;Sim;0.000;8.000;;;;;;Mercadoria para Revenda;21069090;ESTRANG-ADQUIRIDA NO MERC.INT.;;;;;;;0.00;65.00;0.000;0.000;0.000;0.000;;;;
20069797;Produto;BEB CERV ESTRELLA G.0% L.PR.LATA 6X330M;29.80;45.00;Unidade;Sim;;;Sim;0.000;9.000;;;;;;Mercadoria para Revenda;22029100;NACIONAL;;;;;;;0.00;45.00;0.000;0.000;0.000;0.000;;;;
20069773;Produto;CERVEJA ESTRELLA GALICIA 12X600ML CAIXA;105.50;143.88;Caixa;Sim;;;Sim;0.000;5.000;;;;;;Mercadoria para Revenda;22030000;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
8,41E+12;Produto;CERV.ESTRELLA GALICIA ZERO ALC.LN 330ML;4.65;6.00;Unidade;N∆o;;;N∆o;0.000;0.000;;;;;;;22030000;;;;;;;;0.00;6.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CERVEJA ESTRELLA GALICIA 600ML UNID.;10.09;13.00;Unidade;Sim;CERVEJAS;;N∆o;0.000;0.000;DISBAHIA BRUMADO;;;;;;;;;;;;;;0.00;13.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;PEPS CHEETOS LUA 140 GR;4.48;6.99;Unidade;N∆o;;;Sim;0.000;-13.000;;;;;;Mercadoria para Revenda;19041000;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;QUEIJO PARMESAO FRAC. (CUNHA 200 GR);66.00;99.90;Quilograma;Sim;;;Sim;0.000;1.432;;;1405;207682;;Mercadoria para Revenda;;NACIONAL-IMP.INF. 40%;1702400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;QUEIJO PARMESAO FR. NERO (CUNHA 200 GR);72.00;104.90;Quilograma;Sim;;;Sim;0.000;0.205;;;1411;207613;;Mercadoria para Revenda;;NACIONAL-IMP.INF. 40%;1702400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;CRYSTAL PILSEN LATAO 473ML UNID;2.18;3.50;Unidade;Sim;CERVEJAS;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;3.50;0.000;0.000;0.000;0.000;;;;
7,81E+12;Produto;VIN CHI VENTISQUERO RESERVA COLCHAGUA CARMENERE TTO 750ML;31.42;64.99;Unidade;Sim;VINHOS;;Sim;0.000;5.000;CANTU;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,81E+12;Produto;VIN CHI VENTISQUERO QUEULAT MAIPO SYRAH TTO 750ML;66.22;99.99;Unidade;Sim;;;Sim;0.000;6.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;99.99;0.000;0.000;0.000;0.000;;;;
3,38E+12;Produto;VIN FRA FERRATON COTES DU RHONE SAMORENS TTO 750ML;56.10;94.99;Unidade;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
8,41E+12;Produto;VIN ESP RAMON BILBAO EL VIAJE GARNACHA ROSE 750ML;38.50;79.99;Unidade;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,80E+12;Produto;VIN ARG BENMARCO CABERNET SAUVIGNON TTO 750ML;75.90;129.99;Unidade;Sim;;;Sim;0.000;6.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,81E+12;Produto;VIN CHI VENTISQUERO GREY APALTA SYRAH TTO 750ML;84.70;154.99;Unidade;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
8,41E+12;Produto;VIN ESP RAMON BILBAO EL VIAJE TEMPRANILLO TTO 750ML;50.60;89.99;Unidade;Sim;VINHOS;;Sim;0.000;2.000;CANTU;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,80E+12;Produto;VIN ARG MALEVO BLEND SYRAH MALBEC TTO 750ML;24.20;42.99;Unidade;Sim;;;Sim;0.000;0.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
8,00E+12;Produto;VIN ITA DUCA D'ORO ROSSO TTO 750ML;33.00;59.99;Unidade;Sim;;;Sim;0.000;5.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
8,44E+12;Produto;VIN ESP BENEDICTUM III TEMPRANILLO TTO 750ML;27.50;59.99;Unidade;Sim;VINHOS;;Sim;0.000;4.000;CANTU;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
8,41E+12;Produto;VIN ESP RAMON BILBAO EL VIAJE VERDEJO BCO 750ML;44.00;84.99;Unidade;Sim;VINHOS;;Sim;0.000;2.000;CANTU;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,81E+12;Produto;VIN CHI VENTISQUERO QUEULAT MAIPO CABERNET SAUVIGNON TTO 750ML;52.03;99.99;Unidade;Sim;;;Sim;0.000;14.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;99.99;0.000;0.000;0.000;0.000;;;;
7,81E+12;Produto;VIN CHI VENTISQUERO QUEULAT ITATA CINSAULT TTO 750ML;52.03;93.99;Unidade;Sim;;;Sim;0.000;6.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,81E+12;Produto;VIN CHI KALFU GRAN RESERVA KUDA SAUVIGNON BLANC BCO 750ML;84.32;119.99;Unidade;Sim;;;Sim;0.000;6.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;119.99;0.000;0.000;0.000;0.000;;;;
5,60E+12;Produto;VIN POR BONS VENTOS RESERVA TTO 750ML;67.10;114.99;Unidade;Sim;VINHOS;;Sim;0.000;8.000;CANTU;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;114.99;0.000;0.000;0.000;0.000;;;;
8,44E+12;Produto;VIN ESP BENEDICTUM III ROSE 750ML;27.50;59.99;Unidade;Sim;VINHOS;;Sim;0.000;0.000;CANTU;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;CERV IMPERIO LAGER LT 269ML CX 12;28.68;40.00;Unidade;N∆o;;;Sim;0.000;4.000;;;;;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;IMPERIO PURO MALTE LAGER LATA 269ML;2.39;3.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22030000;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CERV BADEN PILSEN CRISTAL 600ML;7.78;15.00;Unidade;Sim;;;Sim;0.000;17.000;;;;900109;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;15.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SUCO SUNNY INTEG UVA;10.78;17.99;Caixa;Sim;MERCEARIA EM GERAL;;Sim;0.000;-15.000;;;;16988;;Mercadoria para Revenda;20096100;NACIONAL;1701000;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;SUCO SUNNY INTEG UVA;;;
7,89E+12;Produto;ESPUM CHANDON BRUT RES C 2 TACAS 750ML;110.31;149.99;Unidade;Sim;;;Sim;0.000;7.000;;;;;;Mercadoria para Revenda;22041010;NACIONAL;202400;;;;;;0.00;149.99;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;KIT ESPUM CHANDON 6X750ML GANHE 1X1500ML;415.00;599.99;Caixa;Sim;;;Sim;0.000;2.000;;;;13690;;Mercadoria para Revenda;22041010;NACIONAL;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;GELEIA RITTER PIMENTA VERMELHA 310G;12.03;17.99;Unidade;Sim;;;Sim;0.000;16.000;;;;;;Mercadoria para Revenda;20079910;NACIONAL-IMP.INF. 40%;1709400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
3,05E+12;Produto;XAROPE LIMAO GLASCO MONIN 700ML;44.38;65.00;Unidade;Sim;;;Sim;0.000;8.000;;;;;;Mercadoria para Revenda;21069090;ESTRANG-ADQUIRIDA NO MERC.INT.;2804100;;;;;;0.00;65.00;0.000;0.000;0.000;0.000;;;;
3,05E+12;Produto;XAROPE COCO MONIN 700ML;39.90;65.00;Unidade;Sim;;;Sim;0.000;0.000;;;;;;Mercadoria para Revenda;21069090;ESTRANG-ADQUIRIDA NO MERC.INT.;2804100;;;;;;0.00;65.00;0.000;0.000;0.000;0.000;;;;
3,05E+12;Produto;XAROPE GENGIBRE MONIN 700ML;39.90;65.00;Unidade;Sim;;;Sim;0.000;5.000;;;;;;Mercadoria para Revenda;21069090;ESTRANG-ADQUIRIDA NO MERC.INT.;2804100;;;;;;0.00;65.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SUCO MARATA 01X1L NATURAL MANGA;3.04;5.50;Unidade;Sim;;;Sim;0.000;-1.000;;;;;;Mercadoria para Revenda;20093100;NACIONAL;1701000;;;;;;0.00;5.50;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;REFRIGERANTE GUARANA ANTARCTICA LATA;2.07;4.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22021000;;;;;;;;0.00;4.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;IMPERIO LAGER LATA 269ML;2.39;3.50;Unidade;N∆o;CERVEJAS;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CERV BLK PRIN APA GRF 600ML;12.50;17.99;Caixa;Sim;;;Sim;0.000;-37.000;;;;;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;17.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;BADEN BADEN GOLDEN ALE GARRAFA 600ML;7.93;15.00;Unidade;Sim;;;Sim;0.000;-118.000;;;;900118;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;15.00;0.000;0.000;0.000;0.000;BADEN BADEN GOLDEN ALE GARRAFA 1 UNIDADE;;;
7,80E+12;Produto;VIN CHIL CONCHAYTORO RESERV 750ML SAUV B;23.90;37.99;Unidade;Sim;;;Sim;0.000;24.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-ADQUIRIDA NO MERC.INT.;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;GIN BRA JUNGLE GIN 750ML;45.00;69.99;Unidade;Sim;;;Sim;0.000;-1.000;;;;;;Mercadoria para Revenda;22085000;NACIONAL;202400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;BECKS N LT SLEEK 350ML C 8 CX CARTAO;30.00;40.00;Caixa;Sim;;;Sim;0.000;9.000;;;;;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;H2OH LIMAO C/GAS PET 500ML;2.61;3.99;Caixa;Sim;;;Sim;0.000;-318.000;;;;;;Mercadoria para Revenda;22021000;NACIONAL;301100;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;BECKS LATA 350ML UNID.;3.75;5.00;Unidade;Sim;CERVEJAS;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
5,60E+12;Produto;VIN PORT PAREDE CAIADA TINTO 750ML;24.74;42.99;Unidade;Sim;VINHOS;;N∆o;0.000;0.000;WINE;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
9,31E+12;Produto;VIN AUS OXFORD LANDING SHIRAZ 2017 750ML;49.65;84.99;Unidade;Sim;VINHOS;;N∆o;0.000;0.000;WINE;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
85000027141;Produto;DARK HORSE PINOT GRIGIO - VINHO FINO BRANCO LATA 375ML;27.49;42.99;Unidade;Sim;VINHOS;;N∆o;0.000;0.000;WINE;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
85000027134;Produto;DARK HORSE ROSE - VINHO ROSE SECO LATA 375ML;27.49;42.99;Unidade;Sim;VINHOS;;N∆o;0.000;0.000;WINE;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
85000029039;Produto;DARK HORSE BRUT BUBBLES - VIN BRANCO SECO LATA 375ML;27.49;42.99;Unidade;Sim;VINHOS;;N∆o;0.000;0.000;WINE;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
85000028728;Produto;DARK HORSE PINOT NOIR - VIN TINTO SECO LATA 375ML;27.49;42.99;Unidade;Sim;VINHOS;;N∆o;0.000;0.000;WINE;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
85000022269;Produto;ESPUMANTE ANDRE MOSCATO;32.10;49.99;Unidade;Sim;ESPUMANTES;;N∆o;0.000;0.000;WINE;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,79E+12;Produto;VIN ARG ALTOS DEL CONDOR TINTO SECO 750ML;22.90;37.99;Unidade;Sim;VINHOS;;N∆o;0.000;0.000;WINE;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
5,60E+12;Produto;VIN VERDE POR ARTEFACTO 2019 750ML;45.89;69.99;Unidade;Sim;VINHOS;;N∆o;0.000;0.000;WINE;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;SKOL BEATS ZODIAC ELEM FOGO;5.00;7.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;7.99;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;SKOL BEATS ZODIACS ELEM AGUA;5.00;7.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;7.99;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;SKOL BEATS ZODIAC ELEM AR;5.00;7.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;7.99;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;SKOL BEATS ZODIAC ELEM TERRA;5.00;7.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;7.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;HEINEKEN ZERO LONG NECK 330ML;4.90;7.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;7.50;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SALSICHA AO MOLHO ANGLO;2.77;4.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;16010000;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;IMPERIO PILSEN LATA 350ML UNID;2.24;3.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22030000;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;IMPERIO PILSEN CX 12 350ML;26.52;37.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;37.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;IMPERIO PILSEN GRF 600ML;4.39;5.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22030000;;;;;;;;0.00;5.99;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;IMPERIO PILSEN CX 12 600ML;52.75;72.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;72.00;0.000;0.000;0.000;0.000;;;;
7,90E+13;Produto;IMPERIO LAGER LATA 269ML;2.39;3.50;Unidade;N∆o;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;IMPERIO LAGER 269 CX 12;28.68;40.00;Unidade;N∆o;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;IMPERIO GOLD LATA 269 ML;2.75;4.00;Unidade;N∆o;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;IMPERIO GOLD LATA 269 ML CX 12;33.00;45.00;Unidade;N∆o;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;IMPERIO LATA DUNKEL 350ML;3.29;5.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;IMPERIO DUNKEL CX 12  LATA;39.50;55.00;Unidade;N∆o;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;IMPERIO HELLES LATA 350 ML;3.29;5.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+11;Produto;IMPERIO LAGER LATA 269ML;2.39;3.50;Unidade;N∆o;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;ENERGETICO DRINK;6.30;9.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;SALAMITOS SNACK SADIA PEPPERONI 36G;1.99;3.50;Unidade;Sim;SNACKS;;N∆o;0.000;0.000;;;;;;;16010000;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;HEINEKEN ZERO LATA 350ML;4.39;6.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;HEINEKEN ZERO LATA CAIXA C/ 12 350ML;52.68;75.00;Unidade;Sim;CERVEJAS;;N∆o;0.000;0.000;;;;;;;;;;;;;;HEINEKEN ZERO LATA CAIXA C/ 12 350ML;0.00;0.00;0.000;0.000;0.000;0.000;;;;
