C¢digo de Barras;Tipo de Produto;Descriá∆o;Preáo de Custo;Preáo Venda Varejo;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque m°nimo;Quantidade em Estoque;Marca;Modelo;C¢digo Balanáa;C¢digo Interno;Tags;Tipo;NCM;Origem;CEST;Categoria PDV;Bot∆o PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preáo De;Preáo Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descriá∆o do Produto;Garantia;Itens Inclusos;Especificaá‰es
7,90E+12;Produto;CHAMPIGNOM PRAMESA 100G;4.19;6.29;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;PALMITO BRAS PALM INTEIRO;6.87;9.29;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;20089100;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;AZEITONA VERDE PRAMES S/CAROCO;4.62;6.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;20057000;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;MOLHO DE PIMENTA KNORR 150ML;3.80;5.29;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;21039021;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;MOSTARDA BONARE 190G;3.17;4.49;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;KETCHUP TRADICIONAL CHAPADAO 370G;1.72;2.49;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PREDILECTA REFOGADO TRADICIONAL SACH«?;1.02;1.49;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;21032010;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CABERNET SAUVIGNON BIANCHETTI 750ML;18.70;27.99;Unidade;Sim;VINHOS;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;vVINHO SAO VICTOR SUAVE 1 LITRO;11.91;15.99;Unidade;Sim;VINHOS;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
5,00E+12;Produto;JW GREEN LABEL 750ML;180.00;295.00;Unidade;Sim;WHISKY;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;295.00;0.000;0.000;0.000;0.000;;;;
5,00E+12;Produto;JOHNNIE WALKER SWING$|750|SCOTCH WHISKEY | WH JOHNNIE WALKER SWING;160.00;380.00;Unidade;N∆o;BEBIDAS QUENTE;;N∆o;0.000;0.000;;;;;;;22083020;;;;;;;;0.00;380.00;0.000;0.000;0.000;0.000;;;;
5,00E+12;Produto;CHIVAS ROYAL SALUTE 21 ANOS 0,;644.35;1050.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22083020;;;;;;;;0.00;1050.00;0.000;0.000;0.000;0.000;;;;
2,82E+12;Produto;CAFE PIL«O TRAD 500G;8.60;11.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;ADO«?ANTE ZERO CAL SACARINA;4.29;6.29;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;21069090;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;ESPETO P/ CHURRASCO;1.97;2.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;FILME DE PVC 15 METROS LAR 28CM;2.38;3.49;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PAPEL ALUMINIO 40 METROS 45CMX4,0M;2.18;3.49;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SACO PARA FREEZER BOREDA 20X33CM 2KG;2.75;3.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;39232190;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
8,89E+11;Produto;CARV«O ESPECIAL 2KG;3.50;5.00;Unidade;N∆o;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;5.00;0.000;0.000;0.000;0.000;;;;
70847028505;Produto;0001200273 - MONST LO CARB LT 473ML;6.35;10.00;Caixa;Sim;;;Sim;0.000;-3.000;;;;;;Mercadoria para Revenda;22029900;NACIONAL;;;;;;;0.00;10.00;0.000;0.000;0.000;0.000;;;;
70847022305;Produto;0001200066 - MONST ABS ZERO LT 473ML (CX-06);6.35;10.00;Caixa;Sim;;;Sim;0.000;-21.000;;;;;;Mercadoria para Revenda;22029900;NACIONAL;;;;;;;0.00;10.00;0.000;0.000;0.000;0.000;;;;
70847033929;Produto;0001200075 - MONST ULTRA VIOLET LT 473ML;6.35;10.00;Caixa;Sim;;;Sim;0.000;-2.000;;;;;;Mercadoria para Revenda;22029900;NACIONAL;;;;;;;0.00;10.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;CERV EISEN PILS 0,60LGFA DESC 6UN PBR;34.00;44.94;Unidade;Sim;;;Sim;0.000;29.000;;;;903025;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CERVEJA EISENBAHN PILSEN 600ML;5.66;8.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22030000;;;;;;;CERVEJA EISENBAHN PILSEN 600ML;0.00;8.00;0.000;0.000;0.000;0.000;;;;
4,56E+11;Produto;SACO DE GELO FILTRADO EM CUBO (APROX. 2,5KG);2.75;6.00;saco;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;GUARANA  ANTARCTICA GARRAFA PET 1 L;3.03;5.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22021000;;;;;;;;0.00;5.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;REFRIGERANTE SUKITA 2LT;3.51;7.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;7.50;0.000;0.000;0.000;0.000;REFRIGERANTE SUKITA 2LT;;;
7,91E+12;Produto;SACOLA PAPEL MARROM P/ PRESENTE;1.40;3.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;SACOLA DE PAPEL BRANCA P/ PRESENTE;1.40;3.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
4489;Produto;CAIXA P/ PRESENTE PEQUENA;1.40;3.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,91E+12;Produto;CAIXA P/ PRESENTE MEDIA;3.00;6.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,80E+11;Produto;CAIXA P/ PRESENTE GRANDE WINE;4.70;9.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;AMENDOIM ROCKITOS 30G SEM PELE;0.48;1.00;Unidade;Sim;;;Sim;0.000;-4.050.000;;;;;;Mercadoria para Revenda;20081100;NACIONAL;1703300;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;AMENDOIM YOKI 12X500G JAPONES;7.11;12.00;Caixa;Sim;;;Sim;0.000;-149.000;;;;;;Mercadoria para Revenda;20081100;NACIONAL;1703300;;;;;;0.00;12.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CAIXA TERMICA ISOESTE 1X021L;15.20;23.99;Unidade;Sim;;;Sim;0.000;0.000;;;;;;Mercadoria para Revenda;39231090;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CAIXA TERMICA ISOESTE 1X037L;21.25;29.99;Unidade;Sim;;;Sim;0.000;-3.000;;;;;;Mercadoria para Revenda;39231090;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;COPO DESC.CRISTALCOPO 1X100X200ML TRAN;4.21;8.00;Unidade;Sim;;;Sim;0.000;85.000;;;;;;Mercadoria para Revenda;39241000;NACIONAL;1400601;;;;;;0.00;8.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;FITA ADELBRAS 1X1 48MMX45M TRANSP.;2.43;3.99;Unidade;Sim;;;Sim;0.000;32.000;;;;;;Mercadoria para Revenda;39191090;NACIONAL;1000800;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;MOLHO BRANCO PREDILECTA 240G;2.70;3.99;Unidade;Sim;;;Sim;0.000;24.000;;;;;;Mercadoria para Revenda;21039091;NACIONAL;1703500;;;;;;0.00;3.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PIPOCA PLINC 60G DOCE;0.90;1.49;Fardo;Sim;;;Sim;0.000;-2.000;;;;;;Mercadoria para Revenda;19041000;NACIONAL;1703000;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PIPOCA PLINC 100G DOCE;1.90;4.00;Fardo;Sim;;;Sim;0.000;-42.000;;;;;;Mercadoria para Revenda;19041000;NACIONAL;1703000;;;;;;0.00;4.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PURURUCA PLINC 10X40G COSTELA NO BAFO;1.18;3.50;Fardo;Sim;;;Sim;0.000;-69.000;;;;;;Mercadoria para Revenda;19059090;NACIONAL;1703100;;;;;;0.00;3.50;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;SALG.BATATA YOKITOS 45G CHURRASCO;1.77;2.50;Caixa;Sim;;;Sim;0.000;-141.000;;;;;;Mercadoria para Revenda;20052000;NACIONAL;1703200;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SALG.TRIGO PLINC SHOW 20X50G COSTELA;0.74;2.00;Caixa;Sim;;;Sim;0.000;-15.000;;;;;;Mercadoria para Revenda;19059090;NACIONAL;1703100;;;;;;0.00;2.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SUCO MARATA 01X1L NATURAL MARACUJA;3.50;5.50;Unidade;Sim;;;Sim;0.000;30.000;;;;;;Mercadoria para Revenda;22029900;NACIONAL;1711200;;;;;;0.00;5.50;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PLINC COSTELA NO BAFO 40G;1.18;3.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;3.50;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SUCO MARATA ACEROLA 1L;3.49;5.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;20093100;;;;;;;;0.00;5.50;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;GUARDANAPO 20CMx20CM 50UN;0.62;0.85;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
1,00E+12;Produto;CARV«O ESPECIAL DE 3KG;4.00;7.50;Unidade;Sim;;;Sim;0.000;-660.000;;;;;;;;;;;;;;;0.00;7.50;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CACILDIS LATA 350ML;2.63;3.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
789546;Produto;COPO JOHNNIE WALKER VIDRO 400ML;10.00;30.00;Unidade;N∆o;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;Cadastro autom†tico sincronizaá∆o PDV (15/09/2020);;;
7,91E+12;Produto;CABO CARREGADOR RAPIDO IPHONE;10.00;20.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;Cadastro autom†tico sincronizaá∆o PDV (15/09/2020);;;
7,90E+12;Produto;CERVEJA COLORADO LAGER ONE WAY;10.39;14.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22030000;;;;;;;;0.00;14.99;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;REFRIGERANTE SODA LIMONADA 1 LITRO;2.92;5.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22021000;;;;;;;;0.00;5.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;SUKITA LARANJA GARRAFA PET 1 L;2.92;3.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22021000;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CABARE ICE LONG NECK 275ML PCT COM 6 UNID;26.04;36.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;36.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;ITAIPAVA 0% ALCOOL LATA 350ML (ZERO ALCOOL);2.52;4.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;ITAIPAVA 0% ALCOOL LATA 350ML (ZERO ALCOOL);0.00;4.00;0.000;0.000;0.000;0.000;Cadastro autom†tico sincronizaá∆o PDV (16/09/2020);;;
78900516;Produto;CIGARRO ROTHMANS BLUE;5.53;6.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;6.50;0.000;0.000;0.000;0.000;;;;
78900394;Produto;CIGARRO ROTHMANS RED;5.53;6.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;6.50;0.000;0.000;0.000;0.000;;;;
78923874;Produto;CIGARRO LUCKY STRIKE ORIGINAL;8.06;9.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;9.50;0.000;0.000;0.000;0.000;;;;
78924130;Produto;CIGARRO LUCKY STRIKE DOUBLE FRESH;8.98;10.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;10.50;0.000;0.000;0.000;0.000;;;;
78935761;Produto;CIGARRO DUNHILL CARLTON BLEND;10.14;11.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;11.50;0.000;0.000;0.000;0.000;;;;
63774628;Produto;COPO SMIRNOFF PLASTICO 500ML;4.00;7.50;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;QUEIJO TIPO GORGONZOLA FRACIONADO (200G) CX C/ 3,3KG;57.00;89.99;Quilograma;Sim;;;Sim;0.000;5.501;;;1005;78986;;Mercadoria para Revenda;;NACIONAL-IMP.INF. 40%;1702400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;QUEIJO PARMESAO FRAC. (CUNHA 150G) ZERO LACTOSE;69.00;99.99;Quilograma;Sim;;;Sim;0.000;1.208;;;4250;78989;;Mercadoria para Revenda;;NACIONAL-IMP.INF. 40%;1702400;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;REQUEIJAO CREMOSO TRADICIONAL COPO 180G - 24 UND;3.40;4.99;Unidade;Sim;;;Sim;0.000;22.000;;;;;;Mercadoria para Revenda;;NACIONAL-IMP.INF. 40%;1702300;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,31E+12;Produto;PERNOD VODKA ABSOLUT VANILLA 750 ML;83.48;120.00;Unidade;Sim;;;Sim;0.000;8.000;;;;;;Mercadoria para Revenda;22086000;NACIONAL;;;;;;;0.00;120.00;0.000;0.000;0.000;0.000;;;;
7,80E+12;Produto;VCT VINHO TRIVENTO RES CAB SAU 750 ML;40.90;64.99;Unidade;Sim;VINHOS;;Sim;0.000;5.000;CABRAL & SOUSA;;;;;Mercadoria para Revenda;22042100;NACIONAL;;;;;;;0.00;64.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CJ ASSADOR 3 FACAS (12);19.15;39.99;Unidade;Sim;;;Sim;0.000;3.000;;;;;;Mercadoria para Revenda;82111000;ESTRANG-IMP.DIRETA;;;;;;;0.00;39.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;"CJ ASSADOR 2 PCS FACA 8 E GARFO (8)""";15.81;29.99;Unidade;Sim;;;Sim;0.000;9.000;;;;;;Mercadoria para Revenda;82152000;ESTRANG-IMP.DIRETA;;;;;;;0.00;29.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;"CJ ASSADOR 3 PCS FACA 9 GARFO E CHAIRA (12)""";33.27;49.99;Unidade;Sim;;;Sim;0.000;8.000;;;;;;Mercadoria para Revenda;82152000;ESTRANG-IMP.DIRETA;;;;;;;0.00;49.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;"CJ ASSADOR 2 PCS FACA 9 E GARFO (12)""";16.50;34.99;Unidade;Sim;;;Sim;0.000;8.000;;;;;;Mercadoria para Revenda;82152000;ESTRANG-IMP.DIRETA;;;;;;;0.00;34.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CJ CHURRASCO 4 PCS (3);82.40;119.99;Unidade;Sim;;;Sim;0.000;7.000;;;;;;Mercadoria para Revenda;82152000;ESTRANG-IMP.DIRETA;;;;;;;0.00;119.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CJ CHUR GARFO E FACA 12PCS(6);68.75;99.99;Unidade;Sim;;;Sim;0.000;20.000;;;;;;Mercadoria para Revenda;82152000;ESTRANG-IMP.DIRETA;;;;;;;0.00;99.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CJ CHUR BAMBOO 3 PEÄAS;65.99;94.99;Unidade;Sim;;;Sim;0.000;3.000;;;;;;Mercadoria para Revenda;82152000;ESTRANG-IMP.DIRETA;;;;;;CJ CHUR BAMBOO 3 PEÄAS;0.00;94.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;TABUA BAMBOO C/ CABO 38,5cm x 20,5cm (12);19.25;26.99;Unidade;Sim;;;Sim;0.000;7.000;;;;;;Mercadoria para Revenda;44191100;ESTRANG-IMP.DIRETA;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;TABUA P/ CORTE C/ ALCA BAMBOO 50cmx30cm (6);32.76;45.99;Unidade;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;44191100;ESTRANG-IMP.DIRETA;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CHUR BONANZA BACIA ESM(1);250.11;390.00;Unidade;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;73211900;NACIONAL;;;;;;;0.00;390.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CHUR ESM A BAFO GUARAPARI (1);195.05;320.00;Unidade;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;73211900;ESTRANG-IMP.DIRETA;;;;;;;0.00;320.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;AFIADOR DE FACA 13cmX7cm;31.27;44.99;Unidade;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;82055100;ESTRANG-IMP.DIRETA;801000;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;GRELHA BIG GRILL (6);38.62;74.99;Unidade;Sim;;;Sim;0.000;4.000;;;;;;Mercadoria para Revenda;73239900;NACIONAL;;;;;;;0.00;74.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;GRELHA PARRILLA 01;14.04;29.99;Unidade;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;73239900;NACIONAL;;;;;;;0.00;29.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CHURRASQUEIRA CHURRAS TO GO (4);65.26;100.00;Unidade;Sim;;;Sim;0.000;5.000;;;;;;Mercadoria para Revenda;73211900;ESTRANG-IMP.DIRETA;;;;;;;0.00;100.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CHUR A BAFO POCKET (3);74.45;109.99;Unidade;Sim;;;Sim;0.000;0.000;;;;;;Mercadoria para Revenda;73211900;ESTRANG-IMP.DIRETA;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;COLORADO INDICA INDIA PALE ALE GARRAFA 1 UNIDADE;13.90;17.99;Caixa;Sim;;;Sim;0.000;-16.000;;;;;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;COLORADO INDICA INDIA PALE ALE GARRAFA 1 UNIDADE;;;
7,90E+12;Produto;SALSICHA BORDON 01X150G APERITIVO;3.86;6.00;Unidade;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;16010000;NACIONAL;1707700;;;;;;0.00;6.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;FILE SUINO DEFUMADO;48.90;84.99;Quilograma;Sim;;;N∆o;0.000;0.000;;;1111;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;LINGUIÄA FRANGO DEFUMADO;28.90;44.99;Quilograma;Sim;;;N∆o;0.000;0.000;;;2222;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;TOMAHAWK ANGUS;75.87;104.99;Quilograma;Sim;CARNES;;N∆o;0.000;0.000;FRIGORIFICO GOIµS;;3030;89427;;;;;;;;;;;0.00;104.99;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;COSTELA DE TIRAS ANGUS;39.99;59.99;Quilograma;Sim;CARNES;;N∆o;0.000;0.000;FRIGORIFICO GOIµS;;2111;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;MEIO DA ASA TEMPERADA BARBECUE/MEL;39.99;59.99;Quilograma;Sim;CARNES;;N∆o;0.000;0.000;FRIGORIFICO GOIµS;;3100;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;CARNE DE SOL ANGUS;39.99;59.99;Quilograma;Sim;;;N∆o;0.000;0.000;;;1300;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
6,40E+11;Produto;AZEITE SAVITAR TARTUFI COND. CIN TRUFA PRETA 250ML;110.21;149.99;Unidade;Sim;;;N∆o;0.000;0.000;EMPORIO CAMPO GOURMET;;;;;;;;;;;;;;0.00;149.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CERV IMPERIO LAGER LN 275ML;4.03;6.00;Unidade;Sim;;;Sim;0.000;-764.000;;;;;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;6.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;CUPIM PREMIUM;37.90;64.99;Quilograma;Sim;CARNES;;N∆o;0.000;0.000;FRIGORIFICO GOIµS;;3399;;;;;;;;;;;;0.00;64.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;P«O DE ALHO COM PIMENTA;8.99;12.99;Unidade;Sim;;;N∆o;0.000;0.000;FRIGORIFICO GOIµS;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;P«O DE ALHO COM CALABRESA;8.99;12.99;Unidade;Sim;;;N∆o;0.000;0.000;FRIGORIFICO GOIµS;;;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PAO DE ALHO SANTA MASSA;10.75;17.99;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;;0.00;17.99;0.000;0.000;0.000;0.000;PAO DE ALHO SANTA MASSA;;;
2,00E+12;Produto;COSTELA DE TIRAS ANGUS;39.99;59.99;Quilograma;Sim;CARNES;;N∆o;0.000;0.000;FRIGORIFICO SILVA;;2111;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;OSSOBUCO ANGUS;24.99;42.99;Quilograma;Sim;CARNES;;N∆o;0.000;0.000;FRIGORIFICO GOIµS;;2970;;;;;;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;PRIME RIB ANGUS;75.87;104.99;Quilograma;Sim;CARNES;;N∆o;0.000;0.000;FRIGORIFICO SILVA;;3300;89434;;;;;;;;;;;0.00;104.99;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;PICANHA ANGUS;119.05;169.99;Quilograma;Sim;CARNES;;N∆o;0.000;0.000;FRIGORIFICO GOIµS;;1110;;;;;;;;;;;;0.00;169.99;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;PICANHA ARGENTINA;79.99;119.99;Quilograma;Sim;CARNES;;N∆o;0.000;0.000;FRIGORIFICO GOIµS;;2120;;;;;;;;;;;;0.00;119.99;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;MOLHO PIMENTA VERM.TABASCO;11.48;16.99;Unidade;Sim;MERCEARIA EM GERAL;;Sim;0.000;2.000;JC DISTRIBUIÄ«O;;;;;Mercadoria para Revenda;21039091;ESTRANG-ADQUIRIDA NO MERC.INT.;1703500;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;MOLHO PIMENTA VERM.TABASCO;;;
7,89E+12;Produto;DOCE BANANA NANI 30GR TRADICIONAL;0.68;1.50;Unidade;Sim;;;Sim;0.000;-48.000;;;;;;Mercadoria para Revenda;20079910;NACIONAL;1709400;;;;;;0.00;1.50;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;BATATA PRINGLES 114GR ORIGINAL;9.26;15.00;Unidade;Sim;;;Sim;0.000;-15.000;;;;;;Mercadoria para Revenda;19059090;NACIONAL;1703100;;;;;;0.00;15.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;JURUPINGA 975ml;23.71;35.00;Unidade;Sim;VINHOS;;Sim;0.000;11.000;JC DISTRIBUIÄ«O;;;;;Mercadoria para Revenda;22042100;NACIONAL;202400;;;;;;0.00;35.00;0.000;0.000;0.000;0.000;JURUPINGA;;;
7,89E+12;Produto;Vermouth Martini Dry (Emb. contÇm 1un. de 750ml);25.90;40.00;Unidade;Sim;BEBIDAS QUENTE;;Sim;0.000;3.000;JC DISTRIBUIÄ«O;;;;;Mercadoria para Revenda;22051000;NACIONAL;200100;;;;;;0.00;40.00;0.000;0.000;0.000;0.000;Vermouth Martini Dry (Emb. contÇm 1un. de 750ml);;;
3,05E+12;Produto;XAROPE MONIN 700ML MARACUJA;39.90;65.00;Unidade;Sim;BEBIDAS QUENTE;;Sim;0.000;9.000;JC DISTRIBUIÄ«O;;;;;Mercadoria para Revenda;21069010;ESTRANG-ADQUIRIDA NO MERC.INT.;;;;;;;0.00;65.00;0.000;0.000;0.000;0.000;;;;
